RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6005,96522918,Rogers,589,France,Male,39,6,118895.88,1,0,1,147994.17,1
6006,56616197,Holt,544,France,Female,37,7,46155.51,1,1,1,54179.04,0
6007,68883853,Hester,682,Germany,Female,18,3,68520.27,2,1,0,99748.87,0
6008,35899364,Patel,491,Spain,Male,26,4,90542.64,2,0,0,99716.94,0
6009,12865928,Jensen,554,Spain,Male,61,4,64458.0,1,1,1,104393.91,0
6010,60703288,Brown,599,Spain,Female,25,10,98405.04,1,1,1,88022.32,0
6011,58072427,Soto,724,Spain,Male,20,5,0.0,1,1,1,163125.24,1
6012,28083446,Villa,850,Germany,Male,88,9,0.0,1,0,1,95021.03,1
6013,43647879,Baxter,679,France,Female,63,3,28530.93,1,1,0,80578.74,0
6014,15300062,Wheeler,549,Germany,Male,78,7,79779.38,1,0,0,129807.79,1
6015,75136149,Perez,584,France,Male,36,3,9330.91,1,1,0,2077.02,0
6016,68720256,Mcintosh,713,France,Male,45,4,159266.38,2,1,0,51216.13,0
6017,85031037,Nguyen,519,France,Male,63,9,0.0,1,0,0,152869.09,0
6018,49555923,Allen,756,Spain,Female,69,7,0.0,2,0,0,108562.89,0
6019,82844534,Lee,676,Germany,Female,45,5,115698.55,2,0,1,12989.01,0
6020,75779034,Compton,637,Spain,Female,86,4,72547.97,2,1,0,242236.19,1
6021,35471281,Lee,486,Spain,Male,70,8,0.0,1,0,1,83426.98,0
6022,86061419,Rogers,739,Spain,Female,34,1,34812.81,1,1,0,49198.8,0
6023,35048615,Lowe,576,France,Female,25,9,214086.86,4,1,1,11224.02,0
6024,82963514,Ramirez,664,Spain,Female,19,6,16729.75,2,1,0,170027.45,0
6025,56662763,Harper,634,Spain,Female,81,3,145498.92,1,1,0,39493.41,0
6026,53443711,Santiago,496,Spain,Female,79,7,127508.55,2,1,1,70781.05,0
6027,72866875,Lopez,627,France,Female,53,10,114138.07,2,0,1,111667.93,0
6028,46953423,Austin,532,France,Female,72,3,68567.62,4,0,0,21508.21,1
6029,90353461,Buchanan,586,Spain,Female,84,4,15746.73,2,1,1,139669.26,1
6030,84426456,Pham,691,France,Male,30,10,4820.66,2,1,1,41753.25,0
6031,31520928,Barker,718,France,Female,91,3,27964.02,1,1,1,154416.38,0
6032,19244458,Lee,648,France,Female,54,9,98924.87,2,1,1,109183.37,1
6033,81288059,Parks,564,France,Male,50,9,131218.53,1,0,1,158171.67,0
6034,30807167,Marquez,587,France,Male,30,6,95468.35,2,0,0,104738.6,0
6035,70315326,Tran,585,Spain,Male,68,0,92101.99,2,1,1,151604.97,1
6036,49684512,Harris,442,Spain,Female,63,0,140631.69,2,0,1,119136.54,0
6037,45346140,Ford,657,Spain,Male,20,3,53577.08,2,1,1,89813.03,1
6038,82693120,Meyer,488,France,Male,66,0,60829.31,1,1,1,112630.06,0
6039,59273033,Wilson,657,France,Male,28,8,19957.78,1,1,1,76062.53,1
6040,70945449,Sharp,508,France,Male,38,7,133383.54,2,1,0,62255.96,0
6041,10096613,Carter,532,France,Female,63,5,0.0,2,1,1,160631.45,1
6042,95634408,Wright,714,France,Male,76,8,0.0,3,1,1,20406.8,0
6043,77908497,George,652,Spain,Male,28,1,19556.02,2,1,0,60029.4,0
6044,60874366,Schultz,467,Spain,Male,53,5,85621.66,1,0,1,6760.1,0
6045,34901990,Rogers,595,Germany,Female,39,3,67216.99,2,0,1,7746.71,0
6046,12512536,Clay,675,France,Female,70,0,0.0,2,1,1,71003.51,1
6047,93179370,Pacheco,589,France,Male,80,5,0.0,2,0,1,116438.94,0
6048,58865345,Brooks,616,France,Male,65,1,119857.82,2,0,1,76747.49,0
6049,93241474,Myers,673,France,Female,77,0,0.0,2,1,1,20708.33,1
6050,42049389,Love,654,Germany,Female,51,2,154413.21,3,1,0,24935.05,1
6051,53042832,Randolph,553,France,Female,62,2,53531.09,1,1,1,37003.37,1
6052,18501586,Stevens,652,Germany,Male,39,6,22366.92,2,1,1,74982.07,0
6053,98354109,Peterson,622,Spain,Female,92,8,88127.76,1,1,1,37588.46,0
6054,82337519,Scott,817,France,Female,33,5,198474.49,3,1,1,154419.89,0
6055,62008140,Jones,640,France,Male,87,7,72702.59,1,1,0,51058.22,0
6056,35483846,Martinez,663,France,Female,73,1,128001.96,2,0,1,63974.56,0
6057,80339453,Bennett,675,France,Female,92,8,124594.52,2,1,0,121946.21,0
6058,76779917,Pierce,618,Germany,Female,66,5,123866.48,1,1,1,24166.8,0
6059,84016756,Long,580,Spain,Female,44,4,0.0,1,1,1,178143.89,0
6060,30687181,Jones,694,Spain,Male,39,9,5642.44,2,1,1,138999.24,0
6061,92280734,Burnett,695,Germany,Male,31,3,16279.85,1,1,1,137439.49,0
6062,48000942,Scott,850,France,Male,90,4,78948.36,1,1,0,49622.7,0
6063,53298644,Simpson,722,France,Female,25,10,152282.37,2,1,1,42584.96,0
6064,65003032,Donovan,723,France,Male,78,1,152139.96,2,0,1,57026.15,1
6065,96020669,Pierce,719,France,Male,70,5,73147.16,1,1,1,69629.33,1
6066,53221337,Nicholson,583,Spain,Female,27,6,0.0,2,1,0,164063.84,0
6067,24826245,Dixon,527,France,Male,86,7,49862.02,2,1,0,19267.81,1
6068,22919301,Fisher,552,France,Female,30,10,24762.03,1,1,1,166250.86,0
6069,80222787,Baker,716,France,Male,30,3,6397.95,1,1,1,79788.19,0
6070,98434857,Jarvis,787,France,Male,58,1,67490.36,2,1,0,153352.31,0
6071,18949617,Fuller,721,Spain,Male,25,4,0.0,1,1,0,113989.85,0
6072,15875684,Burns,633,France,Male,25,1,138211.52,3,0,1,128526.1,0
6073,27418007,Rodriguez,812,France,Male,64,8,0.0,1,1,1,146443.92,1
6074,33976493,Kim,606,France,Male,90,6,79362.29,2,1,0,85252.09,0
6075,14197492,Edwards,538,Spain,Female,21,8,79613.21,2,0,0,37983.22,0
6076,37122588,Taylor,674,Germany,Male,65,3,50012.4,2,0,1,40520.36,1
6077,24368701,Martinez,775,Germany,Male,63,10,34307.22,3,1,0,147026.89,0
6078,75145297,Wolf,568,France,Male,22,9,0.0,2,1,1,180094.47,0
6079,35718350,Gamble,484,France,Male,29,10,124774.24,3,1,1,50670.56,0
6080,23254482,Williams,653,Spain,Male,51,7,67414.96,2,0,1,155771.02,0
6081,14270425,Jones,724,France,Male,69,2,5335.55,4,1,0,147396.92,0
6082,86639957,Rodriguez,362,France,Female,34,1,160758.2,1,1,1,6305.94,0
6083,96134450,Nichols,744,Germany,Female,50,10,181286.99,3,0,0,145337.95,0
6084,62156850,Anderson,517,France,Female,54,9,150679.72,2,1,1,58421.97,0
6085,98304696,Davis,720,France,Female,71,9,102287.33,3,1,1,178909.01,0
6086,75754558,Paul,456,Spain,Male,36,7,93744.49,1,0,0,106881.29,0
6087,80574548,Henderson,506,France,Male,69,9,74475.58,2,1,1,235768.24,1
6088,93747900,Williams,710,France,Male,80,5,86133.16,2,1,0,92075.8,1
6089,89228847,Keller,767,France,Female,61,1,114980.16,2,1,0,58788.84,0
6090,44351488,Brown,649,Germany,Male,72,2,119860.65,2,1,0,124786.27,0
6091,16588161,Rodriguez,850,France,Male,30,9,104155.33,3,1,1,138680.61,0
6092,59171204,Davila,550,France,Female,85,7,0.0,1,1,1,127410.86,1
6093,39624910,Ball,549,Germany,Male,40,10,147373.56,2,1,0,73447.3,0
6094,91329718,Mitchell,620,Germany,Male,32,9,88368.65,3,1,1,139436.14,0
6095,19512542,Allen,616,Spain,Female,59,8,8162.25,2,1,0,28171.8,0
6096,11756387,Robinson,677,France,Male,46,0,88278.05,1,1,1,34209.31,0
6097,38016352,Munoz,577,France,Male,52,2,94754.79,1,1,0,115909.25,0
6098,98013189,Walton,705,Germany,Male,78,4,21390.33,2,1,1,222544.97,1
6099,75955329,Reilly,702,Germany,Male,58,0,36160.54,3,0,0,130503.0,0
6100,20731620,Gomez,806,France,Female,46,10,7434.91,1,1,1,51335.41,0
6101,72821834,Young,602,Germany,Female,78,2,15642.08,1,0,0,77063.75,1
6102,95753950,Johnson,682,France,Male,46,4,111363.03,1,1,1,95608.42,0
6103,18147041,Silva,708,Spain,Male,89,7,37424.37,1,0,0,43836.84,1
6104,58442674,Farmer,649,Spain,Male,91,0,81783.31,1,1,1,39089.75,0
6105,84896161,Jackson,629,France,Female,53,6,0.0,2,0,1,116961.58,0
6106,65828293,Burch,449,Spain,Male,75,1,0.0,1,1,1,120111.71,1
6107,59535555,Reyes,658,Spain,Male,71,9,124206.88,1,1,1,42386.0,0
6108,17824896,Weaver,707,France,Female,82,7,160018.15,3,1,0,17029.91,1
6109,92803389,Smith,644,France,Female,52,3,128465.78,3,0,0,82716.76,1
6110,45677170,Martin,574,Germany,Female,48,7,113193.84,2,1,0,70331.43,0
6111,81003974,Duncan,487,France,Female,38,3,128976.69,1,0,0,130846.02,1
6112,15456373,Mendez,693,France,Male,61,1,100486.95,1,1,1,51500.66,0
6113,19447334,Dickson,653,France,Female,64,0,128628.78,3,0,1,112600.72,0
6114,50789378,Pacheco,784,Spain,Female,51,2,3227.8,3,0,1,117352.58,1
6115,20460308,Martinez,509,France,Male,41,7,71380.98,1,1,0,138984.24,0
6116,38977615,Sanchez,604,Spain,Male,51,6,100312.49,4,0,1,89210.99,0
6117,79724133,Russell,521,France,Male,55,3,71353.24,1,1,1,54718.28,0
6118,23035125,Allen,749,France,Female,27,7,231147.98,2,0,1,76715.13,0
6119,23586205,Lynch,770,Spain,Female,67,4,64131.61,3,1,1,82918.08,0
6120,41006711,Mcclain,836,France,Female,81,1,34515.95,1,0,0,206977.98,1
6121,81358338,Lowery,700,France,Male,42,7,79417.09,1,1,0,63496.45,0
6122,61718263,Ramirez,726,France,Female,47,5,127355.21,2,0,0,201473.58,0
6123,35428946,Smith,692,Germany,Male,24,7,0.0,1,1,1,96405.74,0
6124,35920053,Lambert,705,France,Male,61,6,73724.73,4,0,0,70894.55,0
6125,80624297,Graham,654,France,Female,50,1,71461.27,1,1,0,55427.12,1
6126,98164473,Valencia,710,France,Female,82,0,72305.15,3,1,0,32028.84,0
6127,43388408,Atkinson,850,France,Female,86,1,38909.11,1,1,0,82967.59,1
6128,86507818,Griffin,671,France,Male,76,2,0.0,4,0,1,89526.18,1
6129,93929707,Hall,652,Germany,Male,33,2,210380.32,2,1,0,94016.88,0
6130,34011268,Boone,669,France,Male,32,10,23950.16,1,1,0,219226.89,0
6131,84950330,Ortiz,635,France,Male,54,8,5029.77,1,0,1,172053.22,0
6132,84912498,Wallace,673,Germany,Female,64,9,48874.42,1,1,1,98332.74,0
6133,65725133,Hernandez,632,Germany,Male,20,5,163235.25,2,1,1,69997.42,0
6134,24161873,Beasley,760,France,Male,55,3,60002.99,3,1,0,12687.32,0
6135,95714702,Jefferson,751,France,Male,24,4,0.0,2,1,0,108124.29,0
6136,87385064,Christensen,850,France,Female,37,9,0.0,2,1,1,149592.39,0
6137,58045029,Johnson,647,Spain,Female,44,3,0.0,2,1,1,167665.45,0
6138,71568435,Hubbard,677,France,Male,21,6,0.0,3,0,0,61253.57,0
6139,99287317,Harris,673,France,Male,37,1,91463.34,1,1,1,15828.67,0
6140,67321034,Nunez,669,France,Female,65,10,26650.24,2,0,1,93572.07,0
6141,23972387,Kim,759,France,Female,92,7,20684.73,1,1,0,120512.33,1
6142,32388767,Golden,492,France,Male,76,10,75775.43,1,1,1,74243.23,1
6143,34212413,Peterson,694,France,Male,40,3,82452.49,1,0,1,120003.66,0
6144,83815115,Smith,843,Germany,Female,88,6,0.0,4,1,1,86554.39,1
6145,63896091,Romero,782,Germany,Female,51,3,28639.46,2,0,1,101963.62,0
6146,77738718,Hughes,771,Germany,Male,44,5,17040.6,3,1,1,106555.57,0
6147,55300210,Ramos,731,Spain,Male,81,3,0.0,1,1,0,88945.06,0
6148,98252435,Harris,592,France,Male,47,1,0.0,1,1,1,20006.76,1
6149,31230084,Thomas,577,Spain,Male,73,4,5968.08,1,1,1,162118.03,0
6150,81658908,Jones,578,Germany,Male,30,5,70083.21,1,1,1,59259.03,0
6151,90519326,Hood,539,Spain,Male,42,1,36090.83,4,0,1,40076.8,1
6152,69460086,Vega,741,Germany,Male,91,4,67595.3,1,0,1,85920.73,1
6153,57288136,Jackson,792,France,Male,36,1,27970.86,3,1,0,113153.43,1
6154,52299387,Powell,692,France,Male,81,7,13282.66,1,1,1,145794.52,0
6155,83830667,Robinson,728,France,Male,52,3,93674.69,1,0,0,103418.16,0
6156,53574336,Gomez,678,France,Female,89,0,145004.85,1,1,0,96092.1,1
6157,59891348,Hill,705,France,Male,49,5,126432.5,1,1,0,100295.17,0
6158,65343779,Espinoza,444,France,Female,55,9,0.0,2,1,1,51420.07,0
6159,94992144,Roach,680,France,Female,47,10,0.0,4,1,1,72087.65,0
6160,67792552,Gray,608,Spain,Female,33,10,66045.04,4,0,1,141654.29,0
6161,53412847,Rich,646,Germany,Male,81,1,191996.81,1,1,0,62759.73,1
6162,91659860,Yu,671,Germany,Male,60,2,0.0,2,1,0,99795.22,1
6163,42309234,Parks,580,France,Female,55,9,17108.27,1,0,0,67532.53,1
6164,85584002,Elliott,545,Germany,Male,45,6,34542.67,1,1,1,55835.8,1
6165,83232714,Brewer,577,Spain,Male,75,5,0.0,2,1,0,81321.78,0
6166,38712948,Brown,509,Germany,Male,44,8,130593.15,1,1,1,82230.94,0
6167,60340113,Marquez,537,Germany,Female,35,0,61811.1,1,1,1,83982.88,0
6168,83851788,Johnson,551,France,Female,24,6,0.0,4,1,0,107778.49,1
6169,44103265,Armstrong,510,France,Male,83,6,125009.88,2,1,1,16707.52,1
6170,58319528,Ward,701,Germany,Female,23,10,6753.38,2,1,0,68123.95,1
6171,70720566,Smith,562,Spain,Female,81,5,94840.92,2,1,0,123556.83,1
6172,70062404,Graham,469,France,Male,46,5,78675.2,1,1,0,171448.28,0
6173,63296593,Griffin,611,France,Male,18,8,7232.12,1,1,1,23537.13,0
6174,10026256,Coleman,542,France,Male,87,2,186192.3,1,1,1,29465.51,1
6175,14652375,Kim,791,France,Female,73,0,77037.26,4,1,0,104251.68,0
6176,48182550,Bailey,662,Spain,Female,72,5,0.0,2,0,1,149698.68,0
6177,89961933,Adams,507,Germany,Female,59,6,0.0,2,1,0,48372.37,0
6178,12188077,Buck,705,France,Female,75,5,31267.51,2,1,0,11591.5,0
6179,79472352,Green,658,France,Male,27,7,98387.6,4,0,1,105224.68,0
6180,28130896,Moore,626,France,Female,35,2,129387.76,1,1,0,42688.48,0
6181,50512501,Robinson,802,France,Female,58,0,0.0,3,1,1,181739.88,0
6182,10881653,Richards,555,Germany,Female,73,8,82067.23,1,1,1,84841.62,0
6183,50310141,Holmes,750,Spain,Male,62,9,35146.59,1,1,0,24919.27,0
6184,39781129,Schmidt,610,Germany,Male,48,6,88815.99,3,1,1,40709.53,0
6185,38833029,Gonzalez,648,France,Male,68,3,0.0,1,1,0,99675.01,0
6186,52265790,Johnson,577,Germany,Male,22,4,0.0,2,1,1,72249.72,0
6187,12912708,James,583,Germany,Female,56,5,127626.12,1,0,1,97016.79,0
6188,47038339,Williams,607,France,Female,47,4,123123.44,1,1,1,257835.36,0
6189,84311410,Perez,465,Germany,Female,55,2,107392.55,4,0,1,31582.7,1
6190,78621697,Mann,683,Germany,Male,27,4,10914.17,1,1,0,134198.95,1
6191,84668420,Moore,661,Spain,Male,85,3,14291.02,1,1,1,166742.04,0
6192,86593789,Gilbert,504,France,Male,82,4,21917.37,1,0,1,159243.86,0
6193,86720441,Tran,714,France,Female,88,4,0.0,4,0,1,33846.84,1
6194,30765467,Wright,791,France,Female,81,5,8893.36,3,1,1,97238.54,1
6195,22655004,Fox,585,France,Male,67,8,191302.9,1,0,1,9114.67,0
6196,15064880,Scott,573,France,Female,39,3,0.0,2,1,0,136116.51,0
6197,71789789,Hernandez,758,Spain,Female,26,0,82191.33,2,1,1,64859.12,1
6198,57735307,Thomas,689,France,Male,63,8,60878.66,4,1,1,110068.8,0
6199,30952341,Graham,636,France,Male,88,2,87997.16,2,1,0,169371.63,1
6200,28576833,Pitts,729,Spain,Male,45,10,80343.96,3,0,0,104944.18,0
6201,45566111,Lopez,676,Germany,Male,92,5,1870.4,1,1,0,103951.59,0
6202,59269031,Ortiz,788,France,Female,29,5,113060.01,1,1,0,78773.55,0
6203,88135616,Jackson,648,Germany,Male,39,4,33850.74,2,0,1,163090.65,0
6204,43535226,Jones,691,France,Female,66,7,0.0,1,1,1,60128.33,0
6205,41271945,Wiggins,756,France,Female,54,7,0.0,1,0,1,116069.84,0
6206,44392465,Oliver,412,Germany,Male,75,10,126155.87,3,1,0,124721.57,0
6207,50305910,Armstrong,760,France,Female,43,0,37277.28,2,1,0,135104.07,1
6208,22335296,Logan,601,France,Male,76,2,81690.43,1,1,0,110090.17,1
6209,86569490,Wiggins,698,France,Female,40,3,0.0,1,0,0,35482.2,0
6210,63660012,Delacruz,811,Spain,Male,29,2,0.0,1,0,1,92385.75,0
6211,86378602,Figueroa,620,France,Female,60,10,88528.63,1,0,1,2201.2,0
6212,39183937,Roberts,605,Germany,Male,56,0,11021.53,1,1,0,78484.85,1
6213,20361818,Harrison,644,France,Male,60,1,83865.9,1,1,0,129505.38,0
6214,53579429,Henderson,509,Germany,Male,19,4,19287.37,4,1,0,149557.27,0
6215,74764506,Jackson,850,France,Female,48,2,33118.39,2,0,1,56719.96,0
6216,33206579,Smith,645,France,Female,24,3,0.0,1,1,0,209934.89,0
6217,75535348,Ali,809,Germany,Female,78,6,0.0,1,1,1,5309.27,0
6218,87340611,Morrison,617,Germany,Male,24,6,259532.01,1,1,1,119809.61,0
6219,22799546,Jones,653,France,Female,87,9,136524.39,3,1,1,125440.15,0
6220,89890579,Mejia,741,France,Female,22,4,0.0,2,0,1,126449.1,0
6221,96201956,Adams,543,France,Male,63,10,50720.81,2,1,1,116344.12,0
6222,50318100,Logan,640,France,Male,43,2,0.0,2,1,1,98499.24,0
6223,15015930,Ferguson,737,Germany,Male,26,2,235437.22,1,1,1,190361.48,0
6224,87347488,Maxwell,629,France,Female,44,4,36572.36,1,1,0,34751.0,0
6225,61210252,Tran,603,Germany,Male,20,1,91805.3,1,1,0,75462.98,0
6226,20533057,Wood,758,France,Male,70,0,190160.86,1,1,1,100788.67,1
6227,17505818,White,785,France,Female,83,4,31131.19,1,0,0,86099.87,1
6228,54881018,Ferguson,801,France,Female,42,5,85286.99,1,1,1,41095.43,0
6229,56698401,Lopez,584,France,Male,50,3,74874.88,2,1,0,128944.19,0
6230,68291349,Buchanan,593,France,Female,28,2,0.0,1,0,0,108643.95,0
6231,65904597,Nguyen,604,Spain,Male,54,1,124047.06,1,1,0,190233.01,0
6232,26178675,Jackson,719,France,Female,89,1,6850.16,1,1,1,140886.91,0
6233,40429530,Nelson,533,Spain,Male,58,9,124103.47,1,1,1,156417.56,1
6234,97614538,Li,539,France,Male,83,0,0.0,1,1,0,154223.55,1
6235,90839556,Mason,580,France,Female,76,7,131672.25,1,1,0,36990.13,1
6236,11534696,Jacobson,558,France,Male,27,7,63959.43,4,0,1,76058.53,0
6237,95078886,Long,735,France,Female,21,2,100146.07,1,1,1,77706.8,0
6238,94851591,Jackson,729,Germany,Male,45,2,0.0,2,0,0,159436.33,0
6239,61336531,Harrison,603,Spain,Male,88,4,0.0,2,1,1,105811.28,1
6240,17264930,Bradford,631,Germany,Female,30,7,0.0,4,1,0,98128.91,0
6241,50907334,Allen,403,Germany,Female,21,0,112068.74,1,0,1,94249.42,0
6242,80381542,Lynch,605,France,Female,89,8,127025.01,1,1,1,159146.88,0
6243,15527388,Richardson,770,France,Female,32,3,0.0,1,1,0,41553.58,0
6244,52857940,Logan,600,Spain,Male,44,5,133037.26,2,1,1,100486.88,0
6245,82468141,Ford,544,France,Male,76,10,53543.5,1,0,0,183367.61,0
6246,85821325,Gibson,783,France,Male,25,1,154562.67,1,1,0,127642.03,1
6247,30076290,Mckinney,541,Spain,Male,30,10,71497.46,3,1,0,77378.58,1
6248,53866598,Reeves,799,Spain,Male,72,6,27718.51,1,1,1,114269.41,0
6249,77431202,Martin,850,Germany,Male,18,4,164341.91,1,1,0,15971.54,0
6250,39634895,Obrien,639,France,Female,71,0,127265.84,4,0,0,60525.54,1
6251,30561818,Williams,770,Spain,Male,58,0,0.0,2,1,0,80846.86,0
6252,16780654,Mcgrath,488,France,Female,36,8,49323.08,3,1,0,35965.94,0
6253,62731823,Taylor,483,France,Male,64,4,113254.37,1,0,1,137439.76,0
6254,69809598,Mitchell,572,France,Male,42,8,13965.97,1,1,0,31724.29,1
6255,89877290,Rice,729,Spain,Male,89,9,95872.79,1,1,1,166384.58,1
6256,87209399,Burns,650,Spain,Male,49,4,65539.1,2,1,1,129299.97,0
6257,77743626,Webster,631,Germany,Female,74,3,89315.2,4,1,1,61513.0,1
6258,22090729,Pierce,524,France,Male,38,2,49321.78,3,0,0,69613.9,0
6259,39807828,Barber,637,France,Female,80,7,19764.4,2,1,1,98212.9,0
6260,67973424,Oneal,587,France,Female,39,7,91727.52,2,0,0,149878.38,1
6261,48894019,Owens,560,Spain,Male,56,3,141262.2,1,1,1,94866.13,0
6262,62925057,Holland,552,France,Female,78,6,67868.51,1,1,0,155644.77,0
6263,29865888,Stone,668,France,Female,87,5,120798.42,1,1,1,98048.57,1
6264,27742113,Hartman,580,Germany,Male,74,1,0.0,2,1,1,135329.15,1
6265,55119729,Ray,649,France,Female,68,5,48187.14,4,1,1,181165.38,1
6266,21079017,Monroe,478,Spain,Male,69,8,93351.07,2,0,0,110986.54,1
6267,73868130,Sullivan,698,France,Female,48,10,72133.33,1,0,0,38777.11,0
6268,86697457,King,673,Spain,Male,69,3,123282.28,1,1,0,87866.3,0
6269,16618423,Giles,627,France,Female,61,2,0.0,1,1,1,209113.75,0
6270,83571770,Jackson,665,France,Female,57,9,60678.53,1,0,0,69763.9,1
6271,63578549,Hodge,740,France,Female,41,10,116524.94,3,1,1,5601.97,0
6272,45239935,Martinez,509,France,Female,44,9,42681.68,2,1,0,44676.68,0
6273,21419108,Johnson,656,Germany,Male,27,3,19725.01,1,1,0,85235.61,0
6274,63489393,Jones,523,France,Female,72,3,0.0,1,1,0,126260.46,0
6275,77353558,Vang,658,France,Male,19,6,16250.29,1,1,1,163808.27,0
6276,68316409,Wilkinson,624,Germany,Male,26,2,163949.48,1,1,1,52402.12,0
6277,27498659,Wilson,647,France,Male,39,8,38209.63,1,1,1,174390.33,0
6278,28102047,Strong,732,Germany,Female,28,4,57508.37,1,1,1,139572.53,0
6279,74548325,Reyes,729,Germany,Female,74,3,176850.87,1,0,0,159032.0,1
6280,85067462,Evans,755,France,Male,27,8,198501.98,1,1,0,154772.98,0
6281,36589676,Johnson,611,Spain,Female,52,3,70342.66,1,0,1,76945.08,0
6282,75479608,Freeman,718,France,Female,72,1,144446.32,1,1,1,201290.31,1
6283,63058791,Christensen,699,France,Male,62,8,0.0,1,1,1,173493.53,0
6284,97543303,Lewis,613,France,Male,62,3,45524.54,2,1,1,104187.4,1
6285,86682706,Hampton,661,Spain,Female,43,7,104966.83,2,0,0,179123.21,0
6286,36320002,Christensen,637,Germany,Female,51,7,22581.66,1,1,0,248970.6,0
6287,85318641,Cole,785,Germany,Male,75,0,20845.32,4,1,0,155895.96,1
6288,92677695,Garza,728,Spain,Male,53,0,107264.53,2,1,1,9874.85,0
6289,80363346,Blake,617,France,Male,70,9,110915.28,2,0,0,7589.48,1
6290,43050557,Taylor,610,Spain,Male,80,0,0.0,1,1,0,116597.21,1
6291,42522981,Leon,742,Germany,Male,36,3,0.0,3,1,0,48610.68,0
6292,19615892,Sanders,779,Spain,Male,27,8,0.0,2,0,1,58842.3,0
6293,45736421,Thomas,680,Spain,Male,52,1,47398.33,2,1,0,113909.19,0
6294,67722445,Lester,713,Spain,Female,46,5,48938.81,2,0,0,79151.01,0
6295,53407575,Mckee,776,France,Male,29,1,0.0,3,1,0,149383.52,0
6296,87311859,King,633,Spain,Male,75,6,0.0,2,1,0,156572.62,0
6297,22025190,Ross,658,Spain,Male,64,7,2231.06,2,0,1,41884.31,0
6298,25103503,Marquez,697,Germany,Female,67,2,182375.15,1,1,0,116683.5,0
6299,65510043,Watson,608,France,Male,71,3,106684.29,2,1,0,72394.72,1
6300,66846657,Harris,814,Spain,Male,50,5,131553.64,2,1,1,141741.74,0
6301,59025393,Anderson,607,France,Male,56,8,0.0,1,0,0,88229.97,0
6302,56749089,Moyer,655,France,Female,34,5,134344.94,1,0,1,153742.59,0
6303,35567100,Sanchez,835,Germany,Male,72,7,103065.9,2,0,1,96153.44,0
6304,53048774,Thomas,469,France,Male,88,4,0.0,1,1,0,189986.04,1
6305,56241350,Bowman,670,Germany,Female,83,1,0.0,2,0,0,115319.67,1
6306,89708841,Garcia,585,France,Female,48,10,48775.61,1,1,0,12990.91,1
6307,97967622,Brooks,650,Germany,Male,21,8,130973.61,2,1,0,132295.9,0
6308,13248985,Bell,533,Spain,Male,83,0,59594.59,3,0,1,82916.22,1
6309,50912093,Blankenship,614,France,Female,61,3,83299.58,3,1,0,15310.4,0
6310,32717056,Eaton,652,Germany,Female,76,4,98945.02,2,1,0,81475.23,1
6311,56938140,Wiggins,673,France,Female,40,0,104181.79,1,1,1,131495.36,0
6312,92707781,Miller,736,Spain,Female,82,9,13110.62,1,1,0,144279.16,0
6313,69352435,Carter,424,Spain,Female,80,1,0.0,1,1,0,138028.17,0
6314,93642093,Nicholson,637,France,Female,19,2,12710.65,1,0,0,98905.74,0
6315,29571424,Arnold,633,Germany,Male,60,3,87072.4,1,1,1,78914.55,1
6316,69118000,Williams,643,Germany,Female,53,10,124346.33,1,0,0,48395.84,0
6317,16023362,Jarvis,653,Germany,Female,67,2,187591.47,1,1,0,147927.12,1
6318,41338443,Boone,569,Germany,Female,37,4,111816.87,1,1,1,140044.76,1
6319,36801295,Jones,499,France,Male,25,7,129565.29,2,1,1,66368.79,0
6320,60173377,Rivera,671,Germany,Male,38,1,0.0,4,1,1,184082.78,0
6321,30936786,Collins,553,France,Female,57,0,109366.7,1,0,1,151764.08,0
6322,21517819,Hunter,689,France,Female,38,1,6842.88,1,1,0,152503.14,0
6323,25082279,Smith,559,Spain,Male,52,2,150551.53,1,1,1,98819.2,0
6324,17319968,Garcia,717,France,Female,47,3,9893.93,1,1,0,214606.93,1
6325,42621391,Garner,644,Germany,Male,70,10,15417.5,2,1,0,53897.55,0
6326,93349536,Hoffman,651,France,Male,48,10,122793.42,2,1,0,21298.54,0
6327,29820881,Brown,626,Spain,Female,28,6,180145.8,2,1,0,151942.86,1
